study id	Exclude	Exclude Reason	study name	study identifier	study published	experiment id	experiment name	chemical	animal group id	animal group name	lifestage exposed	lifestage assessed	species	species strain	strain.abbr	generation	animal description	animal description (with N)	sex	route	treatment period	duration exposure	endpoint id	endpoint name	system	organ	effect	effect subtype	diagnostic	tags	observation time	data type	doses	dose units	response units	expected adversity direction	maximum endpoint change	low_dose	NOEL	LOEL	FEL	high_dose	key	dose index	dose	N	incidence	response	stdev	lower_ci	upper_ci	pairwise significant	percent control mean	percent control low	percent control high
181061	FALSE		Mylchreest et al. 2000		FALSE	1266	Developmental toxicity	DBP	2332	Sprague-Dawley rat	GD 12 - 21	PND 1 (AGD), PND 110-120 (hypo)	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=11-20)	Male	oral gavage	developmental (GD 12-21)	GD 12-21	23614	AGD (mm)			AGD (mm)				PND 1	Continuous	0.0, 0.5, 5.0, 50.0, 100.0, 500.0 mg/kg-day	mg/kg-day	mm	0	-11.65413534	0.5				500	36361	4	100	20		2.59	0.134164079	2.53	2.65	FALSE	-2.631578947	-6.254038555	0.990880661
181061	FALSE		Mylchreest et al. 2000		FALSE	1266	Developmental toxicity	DBP	2332	Sprague-Dawley rat	GD 12 - 21	PND 1 (AGD), PND 110-120 (hypo)	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=11-20)	Male	oral gavage	developmental (GD 12-21)	GD 12-21	23614	AGD (mm)			AGD (mm)				PND 1	Continuous	0.0, 0.5, 5.0, 50.0, 100.0, 500.0 mg/kg-day	mg/kg-day	mm	0	-11.65413534	0.5				500	36362	5	500	11		2.35	0.198997487	2.22	2.48	TRUE	-11.65413534	-16.78501125	-6.523259427
181060	FALSE		Mylchreest et al. 1999		FALSE	1267	Developmental toxicity	DBP	2333	Sprague-Dawley rat	GD 12 - 21	PND 1 (AGD), PND1 100-105 (hypo)	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=9-10)	Male	oral gavage	developmental (GD 12-21)	GD 12-21	23619	AGD (mm)			AGD (mm)				PND 1	Continuous	0.0, 100.0, 250.0, 500.0 mg/kg-day	mg/kg-day	mm	0	-23.98648649	100				500	36383	0	0	10		2.96	0.252982213	2.78	3.14	FALSE	0	-7.491509682	7.491509682
181060	FALSE		Mylchreest et al. 1999		FALSE	1267	Developmental toxicity	DBP	2333	Sprague-Dawley rat	GD 12 - 21	PND 1 (AGD), PND1 100-105 (hypo)	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=9-10)	Male	oral gavage	developmental (GD 12-21)	GD 12-21	23619	AGD (mm)			AGD (mm)				PND 1	Continuous	0.0, 100.0, 250.0, 500.0 mg/kg-day	mg/kg-day	mm	0	-23.98648649	100				500	36384	1	100	9		2.85	0.27	2.64	3.06	FALSE	-3.716216216	-11.56029855	4.127866117
181060	FALSE		Mylchreest et al. 1999		FALSE	1267	Developmental toxicity	DBP	2333	Sprague-Dawley rat	GD 12 - 21	PND 1 (AGD), PND1 100-105 (hypo)	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=9-10)	Male	oral gavage	developmental (GD 12-21)	GD 12-21	23619	AGD (mm)			AGD (mm)				PND 1	Continuous	0.0, 100.0, 250.0, 500.0 mg/kg-day	mg/kg-day	mm	0	-23.98648649	100				500	36385	2	250	10		2.7	0.221359436	2.54	2.86	TRUE	-8.783783784	-15.47950221	-2.088065357
181060	FALSE		Mylchreest et al. 1999		FALSE	1267	Developmental toxicity	DBP	2333	Sprague-Dawley rat	GD 12 - 21	PND 1 (AGD), PND1 100-105 (hypo)	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=9-10)	Male	oral gavage	developmental (GD 12-21)	GD 12-21	23619	AGD (mm)			AGD (mm)				PND 1	Continuous	0.0, 100.0, 250.0, 500.0 mg/kg-day	mg/kg-day	mm	0	-23.98648649	100				500	36386	3	500	9		2.25	0.21	2.09	2.41	TRUE	-23.98648649	-30.12639552	-17.84657745
181068	FALSE		Lin et al. 2009		FALSE	1275	Developmental toxicity	DEHP	2344	Long–Evans rats	GD 12.5 - PND 21	PND 2	Rat	Rat Long-Evans	LE	F1	F1 Rat, Long-Evans (♂)	F1 Rat, Long-Evans (♂, N=35-39)	Male	oral gavage	developmental (GD 12.5 to PND 21)	GD 12.5 to PND 21	23641	AGD (mm)			AGD (mm)				PND 2	Continuous	0.0, 10.0, 750.0 mg/kg-day	mg/kg-day	mm	0	-18.36734694	10				750	36439	0	0	39		4.9	0.6244998	4.7	5.1	FALSE	0	-5.656854249	5.656854249
181068	FALSE		Lin et al. 2009		FALSE	1275	Developmental toxicity	DEHP	2344	Long–Evans rats	GD 12.5 - PND 21	PND 2	Rat	Rat Long-Evans	LE	F1	F1 Rat, Long-Evans (♂)	F1 Rat, Long-Evans (♂, N=35-39)	Male	oral gavage	developmental (GD 12.5 to PND 21)	GD 12.5 to PND 21	23641	AGD (mm)			AGD (mm)				PND 2	Continuous	0.0, 10.0, 750.0 mg/kg-day	mg/kg-day	mm	0	-18.36734694	10				750	36440	1	10	35		4.9	0.591607978	4.7	5.1	FALSE	0	-5.656854249	5.656854249
181068	FALSE		Lin et al. 2009		FALSE	1275	Developmental toxicity	DEHP	2344	Long–Evans rats	GD 12.5 - PND 21	PND 2	Rat	Rat Long-Evans	LE	F1	F1 Rat, Long-Evans (♂)	F1 Rat, Long-Evans (♂, N=35-39)	Male	oral gavage	developmental (GD 12.5 to PND 21)	GD 12.5 to PND 21	23641	AGD (mm)			AGD (mm)				PND 2	Continuous	0.0, 10.0, 750.0 mg/kg-day	mg/kg-day	mm	0	-18.36734694	10				750	36441	2	750	39		4	0.6244998	3.8	4.2	TRUE	-18.36734694	-23.53089456	-13.20379931
181063	FALSE		Masutomi et al. 2003		FALSE	1276	Developmental toxicity	DINP	2345	Sprague Dawley rats	GD 15 - PND 2	PND 2	Rat	Rat Crl:CD(SD)	SD	F1	F1 Rat, Crl:CD(SD) (♂)	F1 Rat, Crl:CD(SD) (♂, N=5)	Male	oral diet	developmental (GD 15 to PND 2)	GD 15 to PND 2	23642	AGD (mm)			AGD (mm)				PND 2	Continuous	0.0, 30.7, 306.7, 1165.0 mg/kg-day	mg/kg-day	mm	0	-9.090909091	30.7				1165	36442	0	0	5		3.3	0.4	2.8	3.8	FALSE	0	-15.02561022	15.02561022
181063	FALSE		Masutomi et al. 2003		FALSE	1276	Developmental toxicity	DINP	2345	Sprague Dawley rats	GD 15 - PND 2	PND 2	Rat	Rat Crl:CD(SD)	SD	F1	F1 Rat, Crl:CD(SD) (♂)	F1 Rat, Crl:CD(SD) (♂, N=5)	Male	oral diet	developmental (GD 15 to PND 2)	GD 15 to PND 2	23642	AGD (mm)			AGD (mm)				PND 2	Continuous	0.0, 30.7, 306.7, 1165.0 mg/kg-day	mg/kg-day	mm	0	-9.090909091	30.7				1165	36443	1	30.7	5		3.2	0.3	2.83	3.57	FALSE	-3.03030303	-16.0550555	9.994449442
181063	FALSE		Masutomi et al. 2003		FALSE	1276	Developmental toxicity	DINP	2345	Sprague Dawley rats	GD 15 - PND 2	PND 2	Rat	Rat Crl:CD(SD)	SD	F1	F1 Rat, Crl:CD(SD) (♂)	F1 Rat, Crl:CD(SD) (♂, N=5)	Male	oral diet	developmental (GD 15 to PND 2)	GD 15 to PND 2	23642	AGD (mm)			AGD (mm)				PND 2	Continuous	0.0, 30.7, 306.7, 1165.0 mg/kg-day	mg/kg-day	mm	0	-9.090909091	30.7				1165	36444	2	306.7	5		3	0.1	2.88	3.12	FALSE	-9.090909091	-19.10830594	0.926487763
181063	FALSE		Masutomi et al. 2003		FALSE	1276	Developmental toxicity	DINP	2345	Sprague Dawley rats	GD 15 - PND 2	PND 2	Rat	Rat Crl:CD(SD)	SD	F1	F1 Rat, Crl:CD(SD) (♂)	F1 Rat, Crl:CD(SD) (♂, N=5)	Male	oral diet	developmental (GD 15 to PND 2)	GD 15 to PND 2	23642	AGD (mm)			AGD (mm)				PND 2	Continuous	0.0, 30.7, 306.7, 1165.0 mg/kg-day	mg/kg-day	mm	0	-9.090909091	30.7				1165	36445	3	1165	5		3	0.5	2.38	3.62	FALSE	-9.090909091	-25.51269223	7.330874049
181078	FALSE		Pocar et al. 2012		FALSE	1277	Developmental toxicity	DEHP	2346	CD-1 mice	GD 0.5 - PND 21	PND 42	Mouse	Mouse CD-1	CD1	F1	F1 Mouse, CD-1 (♂)	F1 Mouse, CD-1 (♂, N=0-33)	Male	oral diet	developmental (GD 0.5-PND 21)	GD 0.5-PND 21	23643	AGD (mm/cube root BW)			AGD (mm/cube root BW)				PND 42	Continuous	0.0, 0.05, 5.0, 500.0 mg/kg-day	mg/kg-day	mm/cube root BW	0	-1.886792453	0.05				500	36446	0	0	33		5.3	0.229782506	5.22	5.38	FALSE	0	-2.091968741	2.091968741
181078	FALSE		Pocar et al. 2012		FALSE	1277	Developmental toxicity	DEHP	2346	CD-1 mice	GD 0.5 - PND 21	PND 42	Mouse	Mouse CD-1	CD1	F1	F1 Mouse, CD-1 (♂)	F1 Mouse, CD-1 (♂, N=0-33)	Male	oral diet	developmental (GD 0.5-PND 21)	GD 0.5-PND 21	23643	AGD (mm/cube root BW)			AGD (mm/cube root BW)				PND 42	Continuous	0.0, 0.05, 5.0, 500.0 mg/kg-day	mg/kg-day	mm/cube root BW	0	-1.886792453	0.05				500	36447	1	0.05	24		5.2	0.244948974	5.1	5.3	FALSE	-1.886792453	-4.237405903	0.463820997
181078	FALSE		Pocar et al. 2012		FALSE	1277	Developmental toxicity	DEHP	2346	CD-1 mice	GD 0.5 - PND 21	PND 42	Mouse	Mouse CD-1	CD1	F1	F1 Mouse, CD-1 (♂)	F1 Mouse, CD-1 (♂, N=0-33)	Male	oral diet	developmental (GD 0.5-PND 21)	GD 0.5-PND 21	23643	AGD (mm/cube root BW)			AGD (mm/cube root BW)				PND 42	Continuous	0.0, 0.05, 5.0, 500.0 mg/kg-day	mg/kg-day	mm/cube root BW	0	-1.886792453	0.05				500	36448	2	5	28		5.2	0.370405184	5.06	5.34	FALSE	-1.886792453	-4.854558195	1.08097329
181074	FALSE		Scarano et al. 2010		FALSE	1278	Developmental toxicity	DBP	2347	Wistar rats	GD 12 - PND 4	PND 4	Rat	Rat Wistar	W	F1	F1 Rat, Wistar (♂)	F1 Rat, Wistar (♂, N=10)	Male	oral gavage	developmental		23644	AGD (mm)			AGD (mm)				PND 4	Continuous	0.0, 100.0 mg/kg-day	mg/kg-day	mm	0	-11.42857143	100				100	36450	0	0	10		3.5	0.632455532	3.05	3.95	FALSE	0	-15.8391919	15.8391919
181074	FALSE		Scarano et al. 2010		FALSE	1278	Developmental toxicity	DBP	2347	Wistar rats	GD 12 - PND 4	PND 4	Rat	Rat Wistar	W	F1	F1 Rat, Wistar (♂)	F1 Rat, Wistar (♂, N=10)	Male	oral gavage	developmental		23644	AGD (mm)			AGD (mm)				PND 4	Continuous	0.0, 100.0 mg/kg-day	mg/kg-day	mm	0	-11.42857143	100				100	36451	1	100	10		3.1	1.264911064	2.2	4	FALSE	-11.42857143	-35.92686525	13.06972239
181081	TRUE	Remove these data because these duplicate the PND1 AGD data.	Zhang et al. 2013		FALSE	1280	Developmental toxicity	DEHP	2349	Sprague Dawley rats	GD 3 - 21; PND 1 - 21	pnd 1, pnd 22	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=6)	Male	oral gavage	developmental (GD 3 - GD 21; PND 1 - PND 21)	GD 3 - GD 21; PND 1 - PND 21	23647	AGD (mm/cube root BW)			AGD (mm/cube root BW)				PND 22	Continuous	0.0, 250.0 mg/kg-day	mg/kg-day	mm/cube root BW	0	-4.921259843	250				250	36460	0	0	6		5.08	0.23	4.84	5.32	FALSE	0	-5.123415381	5.123415381
181081	TRUE	Remove these data because these duplicate the PND1 AGD data.	Zhang et al. 2013		FALSE	1280	Developmental toxicity	DEHP	2349	Sprague Dawley rats	GD 3 - 21; PND 1 - 21	pnd 1, pnd 22	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=6)	Male	oral gavage	developmental (GD 3 - GD 21; PND 1 - PND 21)	GD 3 - GD 21; PND 1 - PND 21	23647	AGD (mm/cube root BW)			AGD (mm/cube root BW)				PND 22	Continuous	0.0, 250.0 mg/kg-day	mg/kg-day	mm/cube root BW	0	-4.921259843	250				250	36461	1	250	6		4.83	0.3	4.52	5.14	FALSE	-4.921259843	-10.76882542	0.926305738
181079	TRUE	Remove these data because these duplicate the AGD/BW data.	Li et al. 2013		FALSE	1281	Developmental toxicity	DEHP	2350	Sprague-Dawley rat	GD 12 - 19	PND 1	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=27-65)	Male	oral gavage	developmental (GD 12-19)	GD 12-19	23664	AGD (mm)			AGD (mm)				PND 1	Continuous	0.0, 500.0, 750.0, 1000.0 mg/kg-day	mg/kg-day	mm	0	-29.90196078	500				1000	36490	0	0	65		4.08	4.756732071	2.9	5.26	FALSE	0	-40.08324911	40.08324911
181079	TRUE	Remove these data because these duplicate the AGD/BW data.	Li et al. 2013		FALSE	1281	Developmental toxicity	DEHP	2350	Sprague-Dawley rat	GD 12 - 19	PND 1	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=27-65)	Male	oral gavage	developmental (GD 12-19)	GD 12-19	23664	AGD (mm)			AGD (mm)				PND 1	Continuous	0.0, 500.0, 750.0, 1000.0 mg/kg-day	mg/kg-day	mm	0	-29.90196078	500				1000	36491	1	500	56		3.8	2.768826466	3.06	4.54	TRUE	-6.862745098	-38.68708576	24.96159556
181079	TRUE	Remove these data because these duplicate the AGD/BW data.	Li et al. 2013		FALSE	1281	Developmental toxicity	DEHP	2350	Sprague-Dawley rat	GD 12 - 19	PND 1	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=27-65)	Male	oral gavage	developmental (GD 12-19)	GD 12-19	23664	AGD (mm)			AGD (mm)				PND 1	Continuous	0.0, 500.0, 750.0, 1000.0 mg/kg-day	mg/kg-day	mm	0	-29.90196078	500				1000	36492	2	750	36		3.26	1.98	2.59	3.93	TRUE	-20.09803922	-47.74202193	7.545943494
181079	TRUE	Remove these data because these duplicate the AGD/BW data.	Li et al. 2013		FALSE	1281	Developmental toxicity	DEHP	2350	Sprague-Dawley rat	GD 12 - 19	PND 1	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=27-65)	Male	oral gavage	developmental (GD 12-19)	GD 12-19	23664	AGD (mm)			AGD (mm)				PND 1	Continuous	0.0, 500.0, 750.0, 1000.0 mg/kg-day	mg/kg-day	mm	0	-29.90196078	500				1000	36493	3	1000	27		2.86	1.506884203	2.26	3.46	TRUE	-29.90196078	-54.16757242	-5.636349146
181079	FALSE		Li et al. 2013		FALSE	1281	Developmental toxicity	DEHP	2350	Sprague-Dawley rat	GD 12 - 19	PND 1	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=27-65)	Male	oral gavage	developmental (GD 12-19)	GD 12-19	23665	AGD (mm/g)			AGD (mm/g)				PND 1	Continuous	0.0, 500.0, 750.0, 1000.0 mg/kg-day	mg/kg-day	mm/g	0	-12.6984127	500				1000	36494	0	0	65		0.63	0.96747093	0.39	0.87	FALSE	0	-52.79730633	52.79730633
181079	FALSE		Li et al. 2013		FALSE	1281	Developmental toxicity	DEHP	2350	Sprague-Dawley rat	GD 12 - 19	PND 1	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=27-65)	Male	oral gavage	developmental (GD 12-19)	GD 12-19	23665	AGD (mm/g)			AGD (mm/g)				PND 1	Continuous	0.0, 500.0, 750.0, 1000.0 mg/kg-day	mg/kg-day	mm/g	0	-12.6984127	500				1000	36495	1	500	56		0.61	0.523832034	0.47	0.75	FALSE	-3.174603175	-45.37602755	39.0268212
181079	FALSE		Li et al. 2013		FALSE	1281	Developmental toxicity	DEHP	2350	Sprague-Dawley rat	GD 12 - 19	PND 1	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=27-65)	Male	oral gavage	developmental (GD 12-19)	GD 12-19	23665	AGD (mm/g)			AGD (mm/g)				PND 1	Continuous	0.0, 500.0, 750.0, 1000.0 mg/kg-day	mg/kg-day	mm/g	0	-12.6984127	500				1000	36496	2	750	36		0.55	0.36	0.43	0.67	TRUE	-12.6984127	-50.25798586	24.86116047
181079	FALSE		Li et al. 2013		FALSE	1281	Developmental toxicity	DEHP	2350	Sprague-Dawley rat	GD 12 - 19	PND 1	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=27-65)	Male	oral gavage	developmental (GD 12-19)	GD 12-19	23665	AGD (mm/g)			AGD (mm/g)				PND 1	Continuous	0.0, 500.0, 750.0, 1000.0 mg/kg-day	mg/kg-day	mm/g	0	-12.6984127	500				1000	36497	3	1000	27		0.56	0.155884573	0.5	0.62	TRUE	-11.11111111	-45.58381955	23.36159732
181075	FALSE		Kim et al. 2010		FALSE	1283	Developmental toxicity	DBP	2352	Sprague-Dawley rat	GD 10 - 19	PND 11	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=36-201)	Male	oral gavage	developmental (GD 10-19)	GD 10-19	23678	AGD (mm/g)			AGD (mm/g)				PND 11	Continuous	0.0, 250.0, 500.0, 700.0 mg/kg-day	mg/kg-day	mm/g	0	-14.28571429	250				700	36506	0	0	201		0.49	0.03	0.49	0.49	FALSE	0	-1.197011203	1.197011203
181075	FALSE		Kim et al. 2010		FALSE	1283	Developmental toxicity	DBP	2352	Sprague-Dawley rat	GD 10 - 19	PND 11	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=36-201)	Male	oral gavage	developmental (GD 10-19)	GD 10-19	23678	AGD (mm/g)			AGD (mm/g)				PND 11	Continuous	0.0, 250.0, 500.0, 700.0 mg/kg-day	mg/kg-day	mm/g	0	-14.28571429	250				700	36507	1	250	53		0.54	0.03	0.53	0.55	FALSE	10.20408163	8.310126417	12.09803685
181075	FALSE		Kim et al. 2010		FALSE	1283	Developmental toxicity	DBP	2352	Sprague-Dawley rat	GD 10 - 19	PND 11	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=36-201)	Male	oral gavage	developmental (GD 10-19)	GD 10-19	23678	AGD (mm/g)			AGD (mm/g)				PND 11	Continuous	0.0, 250.0, 500.0, 700.0 mg/kg-day	mg/kg-day	mm/g	0	-14.28571429	250				700	36508	2	500	36		0.45	0.02	0.44	0.46	TRUE	-8.163265306	-9.706639411	-6.619891201
181075	FALSE		Kim et al. 2010		FALSE	1283	Developmental toxicity	DBP	2352	Sprague-Dawley rat	GD 10 - 19	PND 11	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=36-201)	Male	oral gavage	developmental (GD 10-19)	GD 10-19	23678	AGD (mm/g)			AGD (mm/g)				PND 11	Continuous	0.0, 250.0, 500.0, 700.0 mg/kg-day	mg/kg-day	mm/g	0	-14.28571429	250				700	36509	3	700	55		0.42	0.05	0.41	0.43	TRUE	-14.28571429	-17.07839671	-11.49303186
181062	TRUE	Do not analyze Ema and Myiawaki 2002 AGD data because exposure was not throughout the MPW of GD 16-18.	Ema and Miyawaki 2002		FALSE	1286	Developmental toxicity	BzBP	2355	Wistar rat	GD 15 - 17	GD 21	Rat	Rat Wistar	W	F1	F1 Rat, Wistar (♂)	F1 Rat, Wistar (♂, N=16)	Male	oral gavage	developmental (GD 15-17)	GD 15-17	23693	AGD (mm)			AGD (mm)				GD 21	Continuous	0.0, 250.0, 500.0, 1000.0 mg/kg-day	mg/kg-day	mm	0	-35.73200993	250				1000	36530	0	0	16		4.03	0.44	3.8	4.26	FALSE	0	-7.565867098	7.565867098
181062	TRUE	Do not analyze Ema and Myiawaki 2002 AGD data because exposure was not throughout the MPW of GD 16-18.	Ema and Miyawaki 2002		FALSE	1286	Developmental toxicity	BzBP	2355	Wistar rat	GD 15 - 17	GD 21	Rat	Rat Wistar	W	F1	F1 Rat, Wistar (♂)	F1 Rat, Wistar (♂, N=16)	Male	oral gavage	developmental (GD 15-17)	GD 15-17	23693	AGD (mm)			AGD (mm)				GD 21	Continuous	0.0, 250.0, 500.0, 1000.0 mg/kg-day	mg/kg-day	mm	0	-35.73200993	250				1000	36531	1	250	16		3.98	0.32	3.81	4.15	FALSE	-1.240694789	-7.802237809	5.32084823
181062	TRUE	Do not analyze Ema and Myiawaki 2002 AGD data because exposure was not throughout the MPW of GD 16-18.	Ema and Miyawaki 2002		FALSE	1286	Developmental toxicity	BzBP	2355	Wistar rat	GD 15 - 17	GD 21	Rat	Rat Wistar	W	F1	F1 Rat, Wistar (♂)	F1 Rat, Wistar (♂, N=16)	Male	oral gavage	developmental (GD 15-17)	GD 15-17	23693	AGD (mm)			AGD (mm)				GD 21	Continuous	0.0, 250.0, 500.0, 1000.0 mg/kg-day	mg/kg-day	mm	0	-35.73200993	250				1000	36532	2	500	16		3.21	0.32	3.04	3.38	TRUE	-20.34739454	-26.11777423	-14.57701485
181062	TRUE	Do not analyze Ema and Myiawaki 2002 AGD data because exposure was not throughout the MPW of GD 16-18.	Ema and Miyawaki 2002		FALSE	1286	Developmental toxicity	BzBP	2355	Wistar rat	GD 15 - 17	GD 21	Rat	Rat Wistar	W	F1	F1 Rat, Wistar (♂)	F1 Rat, Wistar (♂, N=16)	Male	oral gavage	developmental (GD 15-17)	GD 15-17	23693	AGD (mm)			AGD (mm)				GD 21	Continuous	0.0, 250.0, 500.0, 1000.0 mg/kg-day	mg/kg-day	mm	0	-35.73200993	250				1000	36533	3	1000	16		2.59	0.28	2.44	2.74	TRUE	-35.73200993	-40.57060563	-30.89341422
181062	TRUE	Do not analyze Ema and Myiawaki 2002 AGD data because exposure was not throughout the MPW of GD 16-18.	Ema and Miyawaki 2002		FALSE	1286	Developmental toxicity	BzBP	2355	Wistar rat	GD 15 - 17	GD 21	Rat	Rat Wistar	W	F1	F1 Rat, Wistar (♂)	F1 Rat, Wistar (♂, N=16)	Male	oral gavage	developmental (GD 15-17)	GD 15-17	23696	AGD (mm/cube root BW)			AGD (mm/cube root BW)				GD 21	Continuous	0.0, 250.0, 500.0, 1000.0 mg/kg-day	mg/kg-day	mm/cube root BW	0	-31.27572016	250				1000	36536	0	0	16		2.43	0.2	2.32	2.54	FALSE	0	-5.703412721	5.703412721
181062	TRUE	Do not analyze Ema and Myiawaki 2002 AGD data because exposure was not throughout the MPW of GD 16-18.	Ema and Miyawaki 2002		FALSE	1286	Developmental toxicity	BzBP	2355	Wistar rat	GD 15 - 17	GD 21	Rat	Rat Wistar	W	F1	F1 Rat, Wistar (♂)	F1 Rat, Wistar (♂, N=16)	Male	oral gavage	developmental (GD 15-17)	GD 15-17	23696	AGD (mm/cube root BW)			AGD (mm/cube root BW)				GD 21	Continuous	0.0, 250.0, 500.0, 1000.0 mg/kg-day	mg/kg-day	mm/cube root BW	0	-31.27572016	250				1000	36537	1	250	16		2.35	0.2	2.24	2.46	FALSE	-3.29218107	-8.902496033	2.318133893
181062	TRUE	Do not analyze Ema and Myiawaki 2002 AGD data because exposure was not throughout the MPW of GD 16-18.	Ema and Miyawaki 2002		FALSE	1286	Developmental toxicity	BzBP	2355	Wistar rat	GD 15 - 17	GD 21	Rat	Rat Wistar	W	F1	F1 Rat, Wistar (♂)	F1 Rat, Wistar (♂, N=16)	Male	oral gavage	developmental (GD 15-17)	GD 15-17	23696	AGD (mm/cube root BW)			AGD (mm/cube root BW)				GD 21	Continuous	0.0, 250.0, 500.0, 1000.0 mg/kg-day	mg/kg-day	mm/cube root BW	0	-31.27572016	250				1000	36538	2	500	16		1.94	0.2	1.83	2.05	TRUE	-20.16460905	-25.32512446	-15.00409364
181062	TRUE	Do not analyze Ema and Myiawaki 2002 AGD data because exposure was not throughout the MPW of GD 16-18.	Ema and Miyawaki 2002		FALSE	1286	Developmental toxicity	BzBP	2355	Wistar rat	GD 15 - 17	GD 21	Rat	Rat Wistar	W	F1	F1 Rat, Wistar (♂)	F1 Rat, Wistar (♂, N=16)	Male	oral gavage	developmental (GD 15-17)	GD 15-17	23696	AGD (mm/cube root BW)			AGD (mm/cube root BW)				GD 21	Continuous	0.0, 250.0, 500.0, 1000.0 mg/kg-day	mg/kg-day	mm/cube root BW	0	-31.27572016	250				1000	36539	3	1000	16		1.67	0.16	1.58	1.76	TRUE	-31.27572016	-35.52907182	-27.02236851
181073	FALSE		Drake et al. 2009		FALSE	1289	Developmental toxicity	DBP	2358	Wistar rat	GD 13.5 - 21.5	>12 weeks old	Rat	Rat Wistar	W	F1	F1 Rat, Wistar (♂)	F1 Rat, Wistar (♂, N=32-45)	Male	oral gavage	developmental (GD 13.5-21.5)	GD 13.5-21.5	23718	AGD (mm)			AGD (mm)				>12 wks old	Continuous	0.0, 100.0, 500.0 mg/kg-day	mg/kg-day	mm	0	-16.25997184	100				500	36545	0	0	40		42.62	5.312626469	40.92	44.32	FALSE	0	-5.463071819	5.463071819
181073	FALSE		Drake et al. 2009		FALSE	1289	Developmental toxicity	DBP	2358	Wistar rat	GD 13.5 - 21.5	>12 weeks old	Rat	Rat Wistar	W	F1	F1 Rat, Wistar (♂)	F1 Rat, Wistar (♂, N=32-45)	Male	oral gavage	developmental (GD 13.5-21.5)	GD 13.5-21.5	23718	AGD (mm)			AGD (mm)				>12 wks old	Continuous	0.0, 100.0, 500.0 mg/kg-day	mg/kg-day	mm	0	-16.25997184	100				500	36546	1	100	45		39.83	6.842368011	37.77	41.89	FALSE	-6.546222431	-12.46534245	-0.627102416
181073	FALSE		Drake et al. 2009		FALSE	1289	Developmental toxicity	DBP	2358	Wistar rat	GD 13.5 - 21.5	>12 weeks old	Rat	Rat Wistar	W	F1	F1 Rat, Wistar (♂)	F1 Rat, Wistar (♂, N=32-45)	Male	oral gavage	developmental (GD 13.5-21.5)	GD 13.5-21.5	23718	AGD (mm)			AGD (mm)				>12 wks old	Continuous	0.0, 100.0, 500.0 mg/kg-day	mg/kg-day	mm	0	-16.25997184	100				500	36547	2	500	32		35.69	5.374011537	33.75	37.63	TRUE	-16.25997184	-21.69606118	-10.82388251
