study id	Exclude	Exclude Reason	study name	study identifier	study published	experiment id	experiment name	chemical	animal group id	animal group name	lifestage exposed	lifestage assessed	species	species strain	strain.abbr	generation	animal description	animal description (with N)	sex	route	treatment period	duration exposure	endpoint id	endpoint name	system	organ	effect	effect subtype	diagnostic	tags	observation time	data type	doses	dose units	response units	expected adversity direction	maximum endpoint change	low_dose	NOEL	LOEL	FEL	high_dose	key	dose index	dose	N	incidence	response	stdev	lower_ci	upper_ci	pairwise significant	percent control mean	percent control low	percent control high
174406	FALSE		Boberg et al. 2011		FALSE	1256	Developmental toxicity	DINP	2317	Wistar rat	GD 7 - PND 17	GD 21 (T), PND 1 (AGD)	Rat	Rat Wistar	W	F1	F1 Rat, Wistar (♂)	F1 Rat, Wistar (♂, N=9-10)	Male	oral gavage	developmental (GD 7 to PND 17)	GD 7 to PND 17	23479	Testosterone (Testes) production			Testosterone (testes) production				GD 21	Continuous	0.0, 300.0, 600.0, 750.0, 900.0 mg/kg-day	mg/kg-day	ng/testis-3h	0	-73.828125	300				900	36193	3	750	9		0.86	0.81	0.24	1.48	FALSE	-66.40625	-105.4981619	-27.31433809
174406	FALSE		Boberg et al. 2011		FALSE	1256	Developmental toxicity	DINP	2317	Wistar rat	GD 7 - PND 17	GD 21 (T), PND 1 (AGD)	Rat	Rat Wistar	W	F1	F1 Rat, Wistar (♂)	F1 Rat, Wistar (♂, N=9-10)	Male	oral gavage	developmental (GD 7 to PND 17)	GD 7 to PND 17	23479	Testosterone (Testes) production			Testosterone (testes) production				GD 21	Continuous	0.0, 300.0, 600.0, 750.0, 900.0 mg/kg-day	mg/kg-day	ng/testis-3h	0	-73.828125	300				900	36194	4	900	10		0.67	0.632455532	0.22	1.12	FALSE	-73.828125	-103.8719919	-43.78425806
174406	FALSE		Boberg et al. 2011		FALSE	1256	Developmental toxicity	DINP	2317	Wistar rat	GD 7 - PND 17	GD 21 (T), PND 1 (AGD)	Rat	Rat Wistar	W	F1	F1 Rat, Wistar (♂)	F1 Rat, Wistar (♂, N=9-10)	Male	oral gavage	developmental (GD 7 to PND 17)	GD 7 to PND 17	23480	Testosterone (Testes)			Testosterone (testes)				GD 21	Continuous	0.0, 300.0, 600.0, 750.0, 900.0 mg/kg-day	mg/kg-day	ng/testis	0	-49.43820225	300				900	36195	0	0	9		1.78	0.51	1.39	2.17	FALSE	0	-26.47280668	26.47280668
174406	FALSE		Boberg et al. 2011		FALSE	1256	Developmental toxicity	DINP	2317	Wistar rat	GD 7 - PND 17	GD 21 (T), PND 1 (AGD)	Rat	Rat Wistar	W	F1	F1 Rat, Wistar (♂)	F1 Rat, Wistar (♂, N=9-10)	Male	oral gavage	developmental (GD 7 to PND 17)	GD 7 to PND 17	23480	Testosterone (Testes)			Testosterone (testes)				GD 21	Continuous	0.0, 300.0, 600.0, 750.0, 900.0 mg/kg-day	mg/kg-day	ng/testis	0	-49.43820225	300				900	36196	1	300	9		1.55	0.21	1.39	1.71	FALSE	-12.92134831	-30.952219	5.109522374
174406	FALSE		Boberg et al. 2011		FALSE	1256	Developmental toxicity	DINP	2317	Wistar rat	GD 7 - PND 17	GD 21 (T), PND 1 (AGD)	Rat	Rat Wistar	W	F1	F1 Rat, Wistar (♂)	F1 Rat, Wistar (♂, N=9-10)	Male	oral gavage	developmental (GD 7 to PND 17)	GD 7 to PND 17	23480	Testosterone (Testes)			Testosterone (testes)				GD 21	Continuous	0.0, 300.0, 600.0, 750.0, 900.0 mg/kg-day	mg/kg-day	ng/testis	0	-49.43820225	300				900	36197	2	600	10		0.9	0.758946638	0.36	1.44	TRUE	-49.43820225	-77.50892293	-21.36748157
174406	FALSE		Boberg et al. 2011		FALSE	1256	Developmental toxicity	DINP	2317	Wistar rat	GD 7 - PND 17	GD 21 (T), PND 1 (AGD)	Rat	Rat Wistar	W	F1	F1 Rat, Wistar (♂)	F1 Rat, Wistar (♂, N=9-10)	Male	oral gavage	developmental (GD 7 to PND 17)	GD 7 to PND 17	23480	Testosterone (Testes)			Testosterone (testes)				GD 21	Continuous	0.0, 300.0, 600.0, 750.0, 900.0 mg/kg-day	mg/kg-day	ng/testis	0	-49.43820225	300				900	36198	3	750	9		1.26	0.9	0.57	1.95	FALSE	-29.21348315	-64.80567677	6.378710478
174406	FALSE		Boberg et al. 2011		FALSE	1256	Developmental toxicity	DINP	2317	Wistar rat	GD 7 - PND 17	GD 21 (T), PND 1 (AGD)	Rat	Rat Wistar	W	F1	F1 Rat, Wistar (♂)	F1 Rat, Wistar (♂, N=9-10)	Male	oral gavage	developmental (GD 7 to PND 17)	GD 7 to PND 17	23480	Testosterone (Testes)			Testosterone (testes)				GD 21	Continuous	0.0, 300.0, 600.0, 750.0, 900.0 mg/kg-day	mg/kg-day	ng/testis	0	-49.43820225	300				900	36199	4	900	10		1.14	0.126491106	1.05	1.23	FALSE	-35.95505618	-48.72717452	-23.18293783
181080	FALSE		Saillenfait et al. 2013a		FALSE	1263	Developmental toxicity	DEHP	2329	Sprague-Dawley rat	GD 12 - 19	GD 19	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=8-16)	Male	oral gavage	developmental		23606	Testosterone (Testes) production			Testosterone (testes) production				GD 19 3 hr incubation	Continuous	0.0, 50.0, 625.0 mg/kg-day	mg/kg-day	ng/testis per 3 hr	0	-83.92621871	50				625	36326	0	0	16		7.59	1.6	6.74	8.44	FALSE	0	-14.60795037	14.60795037
181080	FALSE		Saillenfait et al. 2013a		FALSE	1263	Developmental toxicity	DEHP	2329	Sprague-Dawley rat	GD 12 - 19	GD 19	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=8-16)	Male	oral gavage	developmental		23606	Testosterone (Testes) production			Testosterone (testes) production				GD 19 3 hr incubation	Continuous	0.0, 50.0, 625.0 mg/kg-day	mg/kg-day	ng/testis per 3 hr	0	-83.92621871	50				625	36327	1	50	8		5.46	0.51	5.03	5.89	TRUE	-28.06324111	-36.83222746	-19.29425475
181080	FALSE		Saillenfait et al. 2013a		FALSE	1263	Developmental toxicity	DEHP	2329	Sprague-Dawley rat	GD 12 - 19	GD 19	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=8-16)	Male	oral gavage	developmental		23606	Testosterone (Testes) production			Testosterone (testes) production				GD 19 3 hr incubation	Continuous	0.0, 50.0, 625.0 mg/kg-day	mg/kg-day	ng/testis per 3 hr	0	-83.92621871	50				625	36328	2	625	8		1.22	0.27	0.99	1.45	TRUE	-83.92621871	-86.89831327	-80.95412414
181076	FALSE		Hannas et al. 2011a		FALSE	1270	Developmental toxicity	DPP	2337	Sprague Dawley rats (GD 14-18)	GD 14 - 18	GD 18	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=2-3)	Male	oral gavage	developmental (GD 14-18)	GD 14-18	23624	Testosterone (Testes) production		Homogenized testis	Testosterone (testes) production				GD 18 3 hr incubation	Continuous	0.0, 11.0, 33.0, 100.0, 300.0 mg/kg-day	mg/kg-day	ng testis 3 hr	0	-92.98892989	11				300	36397	0	0	3		5.42	0.259807621	4.77	6.07	FALSE	0	-7.671195338	7.671195338
181076	FALSE		Hannas et al. 2011a		FALSE	1270	Developmental toxicity	DPP	2337	Sprague Dawley rats (GD 14-18)	GD 14 - 18	GD 18	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=2-3)	Male	oral gavage	developmental (GD 14-18)	GD 14-18	23624	Testosterone (Testes) production		Homogenized testis	Testosterone (testes) production				GD 18 3 hr incubation	Continuous	0.0, 11.0, 33.0, 100.0, 300.0 mg/kg-day	mg/kg-day	ng testis 3 hr	0	-92.98892989	11				300	36398	1	11	3		4.57	1.991858429	-0.38	9.52	FALSE	-15.68265683	-57.52012098	26.15480732
181076	FALSE		Hannas et al. 2011a		FALSE	1270	Developmental toxicity	DPP	2337	Sprague Dawley rats (GD 14-18)	GD 14 - 18	GD 18	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=2-3)	Male	oral gavage	developmental (GD 14-18)	GD 14-18	23624	Testosterone (Testes) production		Homogenized testis	Testosterone (testes) production				GD 18 3 hr incubation	Continuous	0.0, 11.0, 33.0, 100.0, 300.0 mg/kg-day	mg/kg-day	ng testis 3 hr	0	-92.98892989	11				300	36399	2	33	3		3.52	0.502294734	2.27	4.77	TRUE	-35.05535055	-46.11831874	-23.99238237
181076	FALSE		Hannas et al. 2011a		FALSE	1270	Developmental toxicity	DPP	2337	Sprague Dawley rats (GD 14-18)	GD 14 - 18	GD 18	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=2-3)	Male	oral gavage	developmental (GD 14-18)	GD 14-18	23624	Testosterone (Testes) production		Homogenized testis	Testosterone (testes) production				GD 18 3 hr incubation	Continuous	0.0, 11.0, 33.0, 100.0, 300.0 mg/kg-day	mg/kg-day	ng testis 3 hr	0	-92.98892989	11				300	36400	3	100	3		1.24	0.173205081	0.81	1.67	TRUE	-77.12177122	-80.94502055	-73.29852188
181076	FALSE		Hannas et al. 2011a		FALSE	1270	Developmental toxicity	DPP	2337	Sprague Dawley rats (GD 14-18)	GD 14 - 18	GD 18	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=2-3)	Male	oral gavage	developmental (GD 14-18)	GD 14-18	23624	Testosterone (Testes) production		Homogenized testis	Testosterone (testes) production				GD 18 3 hr incubation	Continuous	0.0, 11.0, 33.0, 100.0, 300.0 mg/kg-day	mg/kg-day	ng testis 3 hr	0	-92.98892989	11				300	36401	4	300	2		0.38	0.028284271	0.13	0.63	TRUE	-92.98892989	-93.80607043	-92.17178935
181077	FALSE		Hannas et al. 2011b		FALSE	1271	Developmental toxicity (DEHP GD 14-18)	DEHP	2339	Sprague Dawley rats	GD 14 - 18	GD 18	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=3-6)	Male	oral gavage	developmental		23626	Testosterone (Testes) production		Homogenized testis	Testosterone (testes) production				GD 18 3 hr incubation	Continuous	0.0, 100.0, 300.0, 500.0, 625.0, 750.0, 875.0 mg/kg-day	mg/kg-day	ng/testis	0	-79.29104478	100				875	36407	0	0	6		5.36	0.367423461	4.97	5.75	FALSE	0	-7.757066928	7.757066928
181077	FALSE		Hannas et al. 2011b		FALSE	1271	Developmental toxicity (DEHP GD 14-18)	DEHP	2339	Sprague Dawley rats	GD 14 - 18	GD 18	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=3-6)	Male	oral gavage	developmental		23626	Testosterone (Testes) production		Homogenized testis	Testosterone (testes) production				GD 18 3 hr incubation	Continuous	0.0, 100.0, 300.0, 500.0, 625.0, 750.0, 875.0 mg/kg-day	mg/kg-day	ng/testis	0	-79.29104478	100				875	36408	1	100	3		5.71	1.195115057	2.74	8.68	FALSE	6.529850746	-19.36926427	32.42896577
181077	FALSE		Hannas et al. 2011b		FALSE	1271	Developmental toxicity (DEHP GD 14-18)	DEHP	2339	Sprague Dawley rats	GD 14 - 18	GD 18	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=3-6)	Male	oral gavage	developmental		23626	Testosterone (Testes) production		Homogenized testis	Testosterone (testes) production				GD 18 3 hr incubation	Continuous	0.0, 100.0, 300.0, 500.0, 625.0, 750.0, 875.0 mg/kg-day	mg/kg-day	ng/testis	0	-79.29104478	100				875	36409	2	300	3		3.26	0.502294734	2.01	4.51	TRUE	-39.17910448	-50.29595289	-28.06225607
181077	FALSE		Hannas et al. 2011b		FALSE	1271	Developmental toxicity (DEHP GD 14-18)	DEHP	2339	Sprague Dawley rats	GD 14 - 18	GD 18	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=3-6)	Male	oral gavage	developmental		23626	Testosterone (Testes) production		Homogenized testis	Testosterone (testes) production				GD 18 3 hr incubation	Continuous	0.0, 100.0, 300.0, 500.0, 625.0, 750.0, 875.0 mg/kg-day	mg/kg-day	ng/testis	0	-79.29104478	100				875	36410	3	500	6		2.15	0.269443872	1.87	2.43	TRUE	-59.8880597	-64.47285557	-55.30326384
181077	FALSE		Hannas et al. 2011b		FALSE	1271	Developmental toxicity (DEHP GD 14-18)	DEHP	2339	Sprague Dawley rats	GD 14 - 18	GD 18	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=3-6)	Male	oral gavage	developmental		23626	Testosterone (Testes) production		Homogenized testis	Testosterone (testes) production				GD 18 3 hr incubation	Continuous	0.0, 100.0, 300.0, 500.0, 625.0, 750.0, 875.0 mg/kg-day	mg/kg-day	ng/testis	0	-79.29104478	100				875	36411	4	625	4		1.11	0.16	0.86	1.36	TRUE	-79.29104478	-82.42920993	-76.15287962
181077	FALSE		Hannas et al. 2011b		FALSE	1271	Developmental toxicity (DEHP GD 14-18)	DEHP	2339	Sprague Dawley rats	GD 14 - 18	GD 18	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=3-6)	Male	oral gavage	developmental		23626	Testosterone (Testes) production		Homogenized testis	Testosterone (testes) production				GD 18 3 hr incubation	Continuous	0.0, 100.0, 300.0, 500.0, 625.0, 750.0, 875.0 mg/kg-day	mg/kg-day	ng/testis	0	-79.29104478	100				875	36412	5	750	4		1.55	0.16	1.3	1.8	TRUE	-71.08208955	-74.40981249	-67.75436661
181077	FALSE		Hannas et al. 2011b		FALSE	1271	Developmental toxicity (DEHP GD 14-18)	DEHP	2339	Sprague Dawley rats	GD 14 - 18	GD 18	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=3-6)	Male	oral gavage	developmental		23626	Testosterone (Testes) production		Homogenized testis	Testosterone (testes) production				GD 18 3 hr incubation	Continuous	0.0, 100.0, 300.0, 500.0, 625.0, 750.0, 875.0 mg/kg-day	mg/kg-day	ng/testis	0	-79.29104478	100				875	36413	6	875	4		2.58	0.22	2.23	2.93	TRUE	-51.86567164	-56.67714563	-47.05419765
181077	FALSE		Hannas et al. 2011b		FALSE	1271	Developmental toxicity (DEHP GD 14-18)	DEHP	2340	Wistar rat	GD 14 - 18	GD 18	Rat	Rat Wistar	W	F1	F1 Rat, Wistar (♂)	F1 Rat, Wistar (♂, N=3-6)	Male	oral gavage	developmental (GD 14-18)	GD 14-18	23627	Testosterone (Testes) production		Homogenized testis	Testosterone (testes) production				GD 18 3 hr incubation	Continuous	0.0, 100.0, 300.0, 500.0, 625.0, 750.0, 875.0 mg/kg-day	mg/kg-day	ng/testis	0	-85.875	100				875	36414	0	0	6		8	0.465403051	7.51	8.49	FALSE	0	-6.583164133	6.583164133
181077	FALSE		Hannas et al. 2011b		FALSE	1271	Developmental toxicity (DEHP GD 14-18)	DEHP	2340	Wistar rat	GD 14 - 18	GD 18	Rat	Rat Wistar	W	F1	F1 Rat, Wistar (♂)	F1 Rat, Wistar (♂, N=3-6)	Male	oral gavage	developmental (GD 14-18)	GD 14-18	23627	Testosterone (Testes) production		Homogenized testis	Testosterone (testes) production				GD 18 3 hr incubation	Continuous	0.0, 100.0, 300.0, 500.0, 625.0, 750.0, 875.0 mg/kg-day	mg/kg-day	ng/testis	0	-85.875	100				875	36415	1	100	3		8	2.061140461	2.88	13.12	FALSE	0	-29.52427899	29.52427899
181077	FALSE		Hannas et al. 2011b		FALSE	1271	Developmental toxicity (DEHP GD 14-18)	DEHP	2340	Wistar rat	GD 14 - 18	GD 18	Rat	Rat Wistar	W	F1	F1 Rat, Wistar (♂)	F1 Rat, Wistar (♂, N=3-6)	Male	oral gavage	developmental (GD 14-18)	GD 14-18	23627	Testosterone (Testes) production		Homogenized testis	Testosterone (testes) production				GD 18 3 hr incubation	Continuous	0.0, 100.0, 300.0, 500.0, 625.0, 750.0, 875.0 mg/kg-day	mg/kg-day	ng/testis	0	-85.875	100				875	36416	2	300	3		4	0.051961524	3.87	4.13	TRUE	-50	-52.44079521	-47.55920479
181077	FALSE		Hannas et al. 2011b		FALSE	1271	Developmental toxicity (DEHP GD 14-18)	DEHP	2340	Wistar rat	GD 14 - 18	GD 18	Rat	Rat Wistar	W	F1	F1 Rat, Wistar (♂)	F1 Rat, Wistar (♂, N=3-6)	Male	oral gavage	developmental (GD 14-18)	GD 14-18	23627	Testosterone (Testes) production		Homogenized testis	Testosterone (testes) production				GD 18 3 hr incubation	Continuous	0.0, 100.0, 300.0, 500.0, 625.0, 750.0, 875.0 mg/kg-day	mg/kg-day	ng/testis	0	-85.875	100				875	36417	3	500	6		2.87	0.391918359	2.46	3.28	TRUE	-64.125	-68.38589631	-59.86410369
181077	FALSE		Hannas et al. 2011b		FALSE	1271	Developmental toxicity (DEHP GD 14-18)	DEHP	2340	Wistar rat	GD 14 - 18	GD 18	Rat	Rat Wistar	W	F1	F1 Rat, Wistar (♂)	F1 Rat, Wistar (♂, N=3-6)	Male	oral gavage	developmental (GD 14-18)	GD 14-18	23627	Testosterone (Testes) production		Homogenized testis	Testosterone (testes) production				GD 18 3 hr incubation	Continuous	0.0, 100.0, 300.0, 500.0, 625.0, 750.0, 875.0 mg/kg-day	mg/kg-day	ng/testis	0	-85.875	100				875	36418	4	625	4		1.88	0.44	1.18	2.58	TRUE	-76.5	-81.99988835	-71.00011165
181077	FALSE		Hannas et al. 2011b		FALSE	1271	Developmental toxicity (DEHP GD 14-18)	DEHP	2340	Wistar rat	GD 14 - 18	GD 18	Rat	Rat Wistar	W	F1	F1 Rat, Wistar (♂)	F1 Rat, Wistar (♂, N=3-6)	Male	oral gavage	developmental (GD 14-18)	GD 14-18	23627	Testosterone (Testes) production		Homogenized testis	Testosterone (testes) production				GD 18 3 hr incubation	Continuous	0.0, 100.0, 300.0, 500.0, 625.0, 750.0, 875.0 mg/kg-day	mg/kg-day	ng/testis	0	-85.875	100				875	36419	5	750	4		1.13	0.4	0.49	1.77	TRUE	-85.875	-90.81891858	-80.93108142
181077	FALSE		Hannas et al. 2011b		FALSE	1271	Developmental toxicity (DEHP GD 14-18)	DEHP	2340	Wistar rat	GD 14 - 18	GD 18	Rat	Rat Wistar	W	F1	F1 Rat, Wistar (♂)	F1 Rat, Wistar (♂, N=3-6)	Male	oral gavage	developmental (GD 14-18)	GD 14-18	23627	Testosterone (Testes) production		Homogenized testis	Testosterone (testes) production				GD 18 3 hr incubation	Continuous	0.0, 100.0, 300.0, 500.0, 625.0, 750.0, 875.0 mg/kg-day	mg/kg-day	ng/testis	0	-85.875	100				875	36420	6	875	3		1.4	0.692820323	-0.32	3.12	TRUE	-82.5	-92.33379957	-72.66620043
181077	FALSE		Hannas et al. 2011b		FALSE	1272	Developmental toxicity (DIBP GD 14-18)	DIBP	2341	Sprague Dawley rats	GD 14 - 18	GD 18	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=3)	Male	oral gavage	developmental (GD 14-18)	GD 14-18	23636	Testosterone (Testes) production		Homogenized testis	Testosterone (testes) production				GD 18 3 hr incubation	Continuous	0.0, 100.0, 300.0, 600.0, 900.0 mg/kg-day	mg/kg-day	ng/testis	0	-87.47591522	100				900	36421	0	0	3		5.19	1.195115057	2.22	8.16	FALSE	0	-36.85129907	36.85129907
181077	FALSE		Hannas et al. 2011b		FALSE	1272	Developmental toxicity (DIBP GD 14-18)	DIBP	2341	Sprague Dawley rats	GD 14 - 18	GD 18	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=3)	Male	oral gavage	developmental (GD 14-18)	GD 14-18	23636	Testosterone (Testes) production		Homogenized testis	Testosterone (testes) production				GD 18 3 hr incubation	Continuous	0.0, 100.0, 300.0, 600.0, 900.0 mg/kg-day	mg/kg-day	ng/testis	0	-87.47591522	100				900	36422	1	100	3		5.7	0.294448637	4.97	6.43	FALSE	9.826589595	-19.50308027	39.15625946
181077	FALSE		Hannas et al. 2011b		FALSE	1272	Developmental toxicity (DIBP GD 14-18)	DIBP	2341	Sprague Dawley rats	GD 14 - 18	GD 18	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=3)	Male	oral gavage	developmental (GD 14-18)	GD 14-18	23636	Testosterone (Testes) production		Homogenized testis	Testosterone (testes) production				GD 18 3 hr incubation	Continuous	0.0, 100.0, 300.0, 600.0, 900.0 mg/kg-day	mg/kg-day	ng/testis	0	-87.47591522	100				900	36423	2	300	3		2.27	1.420281662	-1.26	5.8	TRUE	-56.26204239	-89.26000136	-23.26408342
181077	FALSE		Hannas et al. 2011b		FALSE	1272	Developmental toxicity (DIBP GD 14-18)	DIBP	2341	Sprague Dawley rats	GD 14 - 18	GD 18	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=3)	Male	oral gavage	developmental (GD 14-18)	GD 14-18	23636	Testosterone (Testes) production		Homogenized testis	Testosterone (testes) production				GD 18 3 hr incubation	Continuous	0.0, 100.0, 300.0, 600.0, 900.0 mg/kg-day	mg/kg-day	ng/testis	0	-87.47591522	100				900	36424	3	600	3		1.05	0.692820323	-0.67	2.77	TRUE	-79.76878613	-95.76823615	-63.7693361
181077	FALSE		Hannas et al. 2011b		FALSE	1272	Developmental toxicity (DIBP GD 14-18)	DIBP	2341	Sprague Dawley rats	GD 14 - 18	GD 18	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=3)	Male	oral gavage	developmental (GD 14-18)	GD 14-18	23636	Testosterone (Testes) production		Homogenized testis	Testosterone (testes) production				GD 18 3 hr incubation	Continuous	0.0, 100.0, 300.0, 600.0, 900.0 mg/kg-day	mg/kg-day	ng/testis	0	-87.47591522	100				900	36425	4	900	3		0.65	0.173205081	0.22	1.08	TRUE	-87.47591522	-92.46714179	-82.48468865
181077	FALSE		Hannas et al. 2011b		FALSE	1273	Developmental toxicity (DINP GD 14-18)	DINP	2342	Sprague Dawley rats	GD 14 - 18	GD 18	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=5-9)	Male	oral gavage	developmental (GD 14-18)	GD 14-18	23638	Testosterone (Testes) production		Homogenized testis	Testosterone (testes) production				GD 18 3 hr incubation	Continuous	0.0, 500.0, 750.0, 1000.0, 1500.0 mg/kg-day	mg/kg-day	ng/testis	0	-69.42857143	500				1500	36426	0	0	9		7	1.08	6.17	7.83	FALSE	0	-14.25527271	14.25527271
181077	FALSE		Hannas et al. 2011b		FALSE	1273	Developmental toxicity (DINP GD 14-18)	DINP	2342	Sprague Dawley rats	GD 14 - 18	GD 18	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=5-9)	Male	oral gavage	developmental (GD 14-18)	GD 14-18	23638	Testosterone (Testes) production		Homogenized testis	Testosterone (testes) production				GD 18 3 hr incubation	Continuous	0.0, 500.0, 750.0, 1000.0, 1500.0 mg/kg-day	mg/kg-day	ng/testis	0	-69.42857143	500				1500	36427	1	500	5		4.9	0.447213595	4.34	5.46	TRUE	-30	-39.00817051	-20.99182949
181077	FALSE		Hannas et al. 2011b		FALSE	1273	Developmental toxicity (DINP GD 14-18)	DINP	2342	Sprague Dawley rats	GD 14 - 18	GD 18	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=5-9)	Male	oral gavage	developmental (GD 14-18)	GD 14-18	23638	Testosterone (Testes) production		Homogenized testis	Testosterone (testes) production				GD 18 3 hr incubation	Continuous	0.0, 500.0, 750.0, 1000.0, 1500.0 mg/kg-day	mg/kg-day	ng/testis	0	-69.42857143	500				1500	36428	2	750	5		3.87	1.252198067	2.32	5.42	TRUE	-44.71428571	-61.35515408	-28.07341735
181077	FALSE		Hannas et al. 2011b		FALSE	1273	Developmental toxicity (DINP GD 14-18)	DINP	2342	Sprague Dawley rats	GD 14 - 18	GD 18	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=5-9)	Male	oral gavage	developmental (GD 14-18)	GD 14-18	23638	Testosterone (Testes) production		Homogenized testis	Testosterone (testes) production				GD 18 3 hr incubation	Continuous	0.0, 500.0, 750.0, 1000.0, 1500.0 mg/kg-day	mg/kg-day	ng/testis	0	-69.42857143	500				1500	36429	3	1000	9		2.98	0.57	2.54	3.42	TRUE	-57.42857143	-64.26354015	-50.59360271
181077	FALSE		Hannas et al. 2011b		FALSE	1273	Developmental toxicity (DINP GD 14-18)	DINP	2342	Sprague Dawley rats	GD 14 - 18	GD 18	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=5-9)	Male	oral gavage	developmental (GD 14-18)	GD 14-18	23638	Testosterone (Testes) production		Homogenized testis	Testosterone (testes) production				GD 18 3 hr incubation	Continuous	0.0, 500.0, 750.0, 1000.0, 1500.0 mg/kg-day	mg/kg-day	ng/testis	0	-69.42857143	500				1500	36430	4	1500	9		2.14	0.81	1.52	2.76	TRUE	-69.42857143	-77.59250789	-61.26463497
182436	TRUE	Do not examine Li et al 2015a testosterone data analyzed at PND1 because this lifestage is not fetal.	Li et al. 2015a		FALSE	1293	Developmental toxicity	DINP	2362	Sprague-Dawley rat	GD 12 - 21	PND 1	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=6)	Male	oral gavage	developmental (GD 12-21)	GD 12-21	23799	Testosterone (Testes)			Testosterone (testes)				PND 1	Continuous	0.0, 10.0, 100.0, 500.0, 1000.0 mg/kg-day	mg/kg-day	ng/mg	0	-56.84210526	10				1000	36607	0	0	6		1.9	0.587877538	1.28	2.52	FALSE	0	-35.01295051	35.01295051
182436	TRUE	Do not examine Li et al 2015a testosterone data analyzed at PND1 because this lifestage is not fetal.	Li et al. 2015a		FALSE	1293	Developmental toxicity	DINP	2362	Sprague-Dawley rat	GD 12 - 21	PND 1	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=6)	Male	oral gavage	developmental (GD 12-21)	GD 12-21	23799	Testosterone (Testes)			Testosterone (testes)				PND 1	Continuous	0.0, 10.0, 100.0, 500.0, 1000.0 mg/kg-day	mg/kg-day	ng/mg	0	-56.84210526	10				1000	36608	1	10	6		1.71	0.85732141	0.81	2.61	FALSE	-10	-52.4273761	32.4273761
