study id	Exclude	Exclude Reason	study name	study identifier	study published	experiment id	experiment name	chemical	animal group id	animal group name	lifestage exposed	lifestage assessed	species	species strain	strain.abbr	generation	animal description	animal description (with N)	sex	route	treatment period	duration exposure	endpoint id	endpoint name	system	organ	effect	effect subtype	diagnostic	tags	observation time	data type	doses	dose units	response units	expected adversity direction	maximum endpoint change	low_dose	NOEL	LOEL	FEL	high_dose	key	dose index	dose	N	incidence	response	stdev	lower_ci	upper_ci	pairwise significant	percent control mean	percent control low	percent control high
174402	FALSE		Howdeshell et al. 2008		FALSE	1236	Developmental toxicity: DBP	DBP	2294	Sprague Dawley rats: DBP	GD 8 - 18	GD 18	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=3-4)	Male	oral gavage	developmental		23348	Testosterone (Testes) production			Testosterone (testes) production				GD 18 2 hr incubation	Continuous	0.0, 33.0, 50.0, 100.0, 300.0, 600.0 mg/kg-day	mg/kg-day	ng/testis/3 hr	2	-67.15063521	33				600	35949	2	50	4		4.31	0.6	3.36	5.26	FALSE	-21.77858439	-36.60662424	-6.950544548
174402	FALSE		Howdeshell et al. 2008		FALSE	1236	Developmental toxicity: DBP	DBP	2294	Sprague Dawley rats: DBP	GD 8 - 18	GD 18	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=3-4)	Male	oral gavage	developmental		23348	Testosterone (Testes) production			Testosterone (testes) production				GD 18 2 hr incubation	Continuous	0.0, 33.0, 50.0, 100.0, 300.0, 600.0 mg/kg-day	mg/kg-day	ng/testis/3 hr	2	-67.15063521	33				600	35950	3	100	4		4.62	0.74	3.44	5.8	FALSE	-16.15245009	-33.32832107	1.023420886
174402	FALSE		Howdeshell et al. 2008		FALSE	1236	Developmental toxicity: DBP	DBP	2294	Sprague Dawley rats: DBP	GD 8 - 18	GD 18	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=3-4)	Male	oral gavage	developmental		23348	Testosterone (Testes) production			Testosterone (testes) production				GD 18 2 hr incubation	Continuous	0.0, 33.0, 50.0, 100.0, 300.0, 600.0 mg/kg-day	mg/kg-day	ng/testis/3 hr	2	-67.15063521	33				600	35951	4	300	4		3.62	1.2	1.71	5.53	TRUE	-34.30127042	-57.32938392	-11.27315691
174402	FALSE		Howdeshell et al. 2008		FALSE	1236	Developmental toxicity: DBP	DBP	2294	Sprague Dawley rats: DBP	GD 8 - 18	GD 18	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=3-4)	Male	oral gavage	developmental		23348	Testosterone (Testes) production			Testosterone (testes) production				GD 18 2 hr incubation	Continuous	0.0, 33.0, 50.0, 100.0, 300.0, 600.0 mg/kg-day	mg/kg-day	ng/testis/3 hr	2	-67.15063521	33				600	35952	5	600	4		1.81	0.68	0.73	2.89	TRUE	-67.15063521	-79.99455728	-54.30671313
174402	FALSE		Howdeshell et al. 2008		FALSE	1237	Developmental toxicity: BzBP	BzBP	2295	Sprague Dawley rats: BzBP	GD 8 - 18	GD 18	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=2-9)	Male	oral gavage	developmental		23349	Testosterone (Testes) production			Testosterone (testes) production				GD 18 2 hr incubation	Continuous	0.0, 100.0, 300.0, 600.0, 900.0 mg/kg-day	mg/kg-day	ng/testis/2 hr	2	-90.14492754	100				900	35953	0	0	9		3.45	0.45	3.1	3.8	FALSE	0	-12.05155905	12.05155905
174402	FALSE		Howdeshell et al. 2008		FALSE	1237	Developmental toxicity: BzBP	BzBP	2295	Sprague Dawley rats: BzBP	GD 8 - 18	GD 18	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=2-9)	Male	oral gavage	developmental		23349	Testosterone (Testes) production			Testosterone (testes) production				GD 18 2 hr incubation	Continuous	0.0, 100.0, 300.0, 600.0, 900.0 mg/kg-day	mg/kg-day	ng/testis/2 hr	2	-90.14492754	100				900	35954	1	100	4		3.66	0.52	2.83	4.49	FALSE	6.086956522	-11.23103043	23.40494347
174402	FALSE		Howdeshell et al. 2008		FALSE	1237	Developmental toxicity: BzBP	BzBP	2295	Sprague Dawley rats: BzBP	GD 8 - 18	GD 18	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=2-9)	Male	oral gavage	developmental		23349	Testosterone (Testes) production			Testosterone (testes) production				GD 18 2 hr incubation	Continuous	0.0, 100.0, 300.0, 600.0, 900.0 mg/kg-day	mg/kg-day	ng/testis/2 hr	2	-90.14492754	100				900	35955	2	300	5		2.68	0.603738354	1.93	3.43	TRUE	-22.31884058	-39.02544065	-5.612240507
174402	FALSE		Howdeshell et al. 2008		FALSE	1237	Developmental toxicity: BzBP	BzBP	2295	Sprague Dawley rats: BzBP	GD 8 - 18	GD 18	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=2-9)	Male	oral gavage	developmental		23349	Testosterone (Testes) production			Testosterone (testes) production				GD 18 2 hr incubation	Continuous	0.0, 100.0, 300.0, 600.0, 900.0 mg/kg-day	mg/kg-day	ng/testis/2 hr	2	-90.14492754	100				900	35956	3	600	2		1.18	0.339411255	-1.87	4.23	TRUE	-65.79710145	-79.73993713	-51.85426577
174402	FALSE		Howdeshell et al. 2008		FALSE	1237	Developmental toxicity: BzBP	BzBP	2295	Sprague Dawley rats: BzBP	GD 8 - 18	GD 18	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=2-9)	Male	oral gavage	developmental		23349	Testosterone (Testes) production			Testosterone (testes) production				GD 18 2 hr incubation	Continuous	0.0, 100.0, 300.0, 600.0, 900.0 mg/kg-day	mg/kg-day	ng/testis/2 hr	2	-90.14492754	100				900	35957	4	900	2		0.34	0.197989899	-1.44	2.12	FALSE	-90.14492754	-98.14276633	-82.14708874
174399	TRUE	Should examine only the 6 hr data from Johnson 2007 because the effect should be higher at this time point than the 1 or 3 hr time points.	Johnson et al. 2007		FALSE	1239	Developmental toxicity	DBP	2297	Sprague Dawley rat	GD 19	GD	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=None-5)	Male	oral gavage	developmental (Exposed on GD 19 only assessed 1, 3, or 6 hr after)	Exposed on GD 19 only assessed 1, 3, or 6 hr after	23356	Testosterone (Testes)		Homogenized testis	Testosterone (testes)				1 hr after exposure on GD 19	Continuous	0.0, 1.0, 10.0, 100.0, 500.0 mg/kg	mg/kg	ng/testis	0	-62.18487395	1				500	35992	0	0	5		0.238	0.120747671	0.09	0.39	FALSE	0	-62.89090901	62.89090901
174399	TRUE	Should examine only the 6 hr data from Johnson 2007 because the effect should be higher at this time point than the 1 or 3 hr time points.	Johnson et al. 2007		FALSE	1239	Developmental toxicity	DBP	2297	Sprague Dawley rat	GD 19	GD	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=None-5)	Male	oral gavage	developmental (Exposed on GD 19 only assessed 1, 3, or 6 hr after)	Exposed on GD 19 only assessed 1, 3, or 6 hr after	23356	Testosterone (Testes)		Homogenized testis	Testosterone (testes)				1 hr after exposure on GD 19	Continuous	0.0, 1.0, 10.0, 100.0, 500.0 mg/kg	mg/kg	ng/testis	0	-62.18487395	1				500	35993	1	1	5		0.2	0.067082039	0.12	0.28	FALSE	-15.96638655	-60.76499843	28.83222532
174399	TRUE	Should examine only the 6 hr data from Johnson 2007 because the effect should be higher at this time point than the 1 or 3 hr time points.	Johnson et al. 2007		FALSE	1239	Developmental toxicity	DBP	2297	Sprague Dawley rat	GD 19	GD	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=None-5)	Male	oral gavage	developmental (Exposed on GD 19 only assessed 1, 3, or 6 hr after)	Exposed on GD 19 only assessed 1, 3, or 6 hr after	23356	Testosterone (Testes)		Homogenized testis	Testosterone (testes)				1 hr after exposure on GD 19	Continuous	0.0, 1.0, 10.0, 100.0, 500.0 mg/kg	mg/kg	ng/testis	0	-62.18487395	1				500	35994	2	10	5		0.16	0.04472136	0.1	0.22	FALSE	-32.77310924	-66.90612374	1.359905256
174399	TRUE	Should examine only the 6 hr data from Johnson 2007 because the effect should be higher at this time point than the 1 or 3 hr time points.	Johnson et al. 2007		FALSE	1239	Developmental toxicity	DBP	2297	Sprague Dawley rat	GD 19	GD	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=None-5)	Male	oral gavage	developmental (Exposed on GD 19 only assessed 1, 3, or 6 hr after)	Exposed on GD 19 only assessed 1, 3, or 6 hr after	23356	Testosterone (Testes)		Homogenized testis	Testosterone (testes)				1 hr after exposure on GD 19	Continuous	0.0, 1.0, 10.0, 100.0, 500.0 mg/kg	mg/kg	ng/testis	0	-62.18487395	1				500	35995	3	100	5		0.21	0.067082039	0.13	0.29	FALSE	-11.76470588	-58.13345035	34.60403859
174399	TRUE	Should examine only the 6 hr data from Johnson 2007 because the effect should be higher at this time point than the 1 or 3 hr time points.	Johnson et al. 2007		FALSE	1239	Developmental toxicity	DBP	2297	Sprague Dawley rat	GD 19	GD	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=None-5)	Male	oral gavage	developmental (Exposed on GD 19 only assessed 1, 3, or 6 hr after)	Exposed on GD 19 only assessed 1, 3, or 6 hr after	23357	Testosterone (Testes)		Homogenized testis	Testosterone (testes)				3 hr after exposure on GD 19	Continuous	0.0, 1.0, 10.0, 100.0, 500.0 mg/kg	mg/kg	ng/testis	0	63.86554622	1				500	35997	0	0	5		0.238	0.120747671	0.09	0.39	FALSE	0	-62.89090901	62.89090901
174399	TRUE	Should examine only the 6 hr data from Johnson 2007 because the effect should be higher at this time point than the 1 or 3 hr time points.	Johnson et al. 2007		FALSE	1239	Developmental toxicity	DBP	2297	Sprague Dawley rat	GD 19	GD	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=None-5)	Male	oral gavage	developmental (Exposed on GD 19 only assessed 1, 3, or 6 hr after)	Exposed on GD 19 only assessed 1, 3, or 6 hr after	23357	Testosterone (Testes)		Homogenized testis	Testosterone (testes)				3 hr after exposure on GD 19	Continuous	0.0, 1.0, 10.0, 100.0, 500.0 mg/kg	mg/kg	ng/testis	0	63.86554622	1				500	35998	1	1	5		0.38	0.178885438	0.16	0.6	TRUE	59.66386555	-37.19673424	156.5244653
174399	TRUE	Should examine only the 6 hr data from Johnson 2007 because the effect should be higher at this time point than the 1 or 3 hr time points.	Johnson et al. 2007		FALSE	1239	Developmental toxicity	DBP	2297	Sprague Dawley rat	GD 19	GD	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=None-5)	Male	oral gavage	developmental (Exposed on GD 19 only assessed 1, 3, or 6 hr after)	Exposed on GD 19 only assessed 1, 3, or 6 hr after	23357	Testosterone (Testes)		Homogenized testis	Testosterone (testes)				3 hr after exposure on GD 19	Continuous	0.0, 1.0, 10.0, 100.0, 500.0 mg/kg	mg/kg	ng/testis	0	63.86554622	1				500	35999	2	10	5		0.39	0.067082039	0.31	0.47	FALSE	63.86554622	-13.08057111	140.8116636
174399	TRUE	Should examine only the 6 hr data from Johnson 2007 because the effect should be higher at this time point than the 1 or 3 hr time points.	Johnson et al. 2007		FALSE	1239	Developmental toxicity	DBP	2297	Sprague Dawley rat	GD 19	GD	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=None-5)	Male	oral gavage	developmental (Exposed on GD 19 only assessed 1, 3, or 6 hr after)	Exposed on GD 19 only assessed 1, 3, or 6 hr after	23357	Testosterone (Testes)		Homogenized testis	Testosterone (testes)				3 hr after exposure on GD 19	Continuous	0.0, 1.0, 10.0, 100.0, 500.0 mg/kg	mg/kg	ng/testis	0	63.86554622	1				500	36000	3	100	5		0.26	0.02236068	0.23	0.29	FALSE	9.243697479	-40.03067948	58.51807444
174399	FALSE		Johnson et al. 2007		FALSE	1239	Developmental toxicity	DBP	2297	Sprague Dawley rat	GD 19	GD	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=None-5)	Male	oral gavage	developmental (Exposed on GD 19 only assessed 1, 3, or 6 hr after)	Exposed on GD 19 only assessed 1, 3, or 6 hr after	23358	Testosterone (Testes)		Homogenized testis	Testosterone (testes)				6 hr after exposure on GD 19	Continuous	0.0, 1.0, 10.0, 100.0, 500.0 mg/kg	mg/kg	ng/testis	0	-49.57983193	1				500	36002	0	0	5		0.238	0.120747671	0.09	0.39	FALSE	0	-62.89090901	62.89090901
174399	FALSE		Johnson et al. 2007		FALSE	1239	Developmental toxicity	DBP	2297	Sprague Dawley rat	GD 19	GD	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=None-5)	Male	oral gavage	developmental (Exposed on GD 19 only assessed 1, 3, or 6 hr after)	Exposed on GD 19 only assessed 1, 3, or 6 hr after	23358	Testosterone (Testes)		Homogenized testis	Testosterone (testes)				6 hr after exposure on GD 19	Continuous	0.0, 1.0, 10.0, 100.0, 500.0 mg/kg	mg/kg	ng/testis	0	-49.57983193	1				500	36003	1	1	5		0.26	0.178885438	0.04	0.48	FALSE	9.243697479	-72.61366984	91.1010648
174399	FALSE		Johnson et al. 2007		FALSE	1239	Developmental toxicity	DBP	2297	Sprague Dawley rat	GD 19	GD	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=None-5)	Male	oral gavage	developmental (Exposed on GD 19 only assessed 1, 3, or 6 hr after)	Exposed on GD 19 only assessed 1, 3, or 6 hr after	23358	Testosterone (Testes)		Homogenized testis	Testosterone (testes)				6 hr after exposure on GD 19	Continuous	0.0, 1.0, 10.0, 100.0, 500.0 mg/kg	mg/kg	ng/testis	0	-49.57983193	1				500	36004	2	10	5		0.16	0.067082039	0.08	0.24	FALSE	-32.77310924	-71.55664989	6.0104314
174399	FALSE		Johnson et al. 2007		FALSE	1239	Developmental toxicity	DBP	2297	Sprague Dawley rat	GD 19	GD	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=None-5)	Male	oral gavage	developmental (Exposed on GD 19 only assessed 1, 3, or 6 hr after)	Exposed on GD 19 only assessed 1, 3, or 6 hr after	23358	Testosterone (Testes)		Homogenized testis	Testosterone (testes)				6 hr after exposure on GD 19	Continuous	0.0, 1.0, 10.0, 100.0, 500.0 mg/kg	mg/kg	ng/testis	0	-49.57983193	1				500	36005	3	100	5		0.2	0.111803399	0.06	0.34	FALSE	-15.96638655	-71.57247195	39.63969884
174403	FALSE		Lin et al. 2008		FALSE	1240	Developmental toxicity	DEHP	2298	Long–Evans rats	GD 2 - 20	GD 21	Rat	Rat Long-Evans	LE	F1	F1 Rat, Long-Evans (♀)	F1 Rat, Long-Evans (♀, N=6-9)	Female	oral gavage	developmental		23360	Testosterone (Testes)			Testosterone (testes)				GD 21	Continuous	0.0, 10.0, 100.0, 750.0 mg/kg-day	mg/kg-day	ng/mg testis	0	-67.41573034	10				750	36011	0	0	6		0.89	0.318433667	0.56	1.22	FALSE	0	-40.48782199	40.48782199
174403	FALSE		Lin et al. 2008		FALSE	1240	Developmental toxicity	DEHP	2298	Long–Evans rats	GD 2 - 20	GD 21	Rat	Rat Long-Evans	LE	F1	F1 Rat, Long-Evans (♀)	F1 Rat, Long-Evans (♀, N=6-9)	Female	oral gavage	developmental		23360	Testosterone (Testes)			Testosterone (testes)				GD 21	Continuous	0.0, 10.0, 100.0, 750.0 mg/kg-day	mg/kg-day	ng/mg testis	0	-67.41573034	10				750	36012	1	10	6		1.4	0.465403051	0.91	1.89	TRUE	57.30337079	-4.169688939	118.7764305
174403	FALSE		Lin et al. 2008		FALSE	1240	Developmental toxicity	DEHP	2298	Long–Evans rats	GD 2 - 20	GD 21	Rat	Rat Long-Evans	LE	F1	F1 Rat, Long-Evans (♀)	F1 Rat, Long-Evans (♀, N=6-9)	Female	oral gavage	developmental		23360	Testosterone (Testes)			Testosterone (testes)				GD 21	Continuous	0.0, 10.0, 100.0, 750.0 mg/kg-day	mg/kg-day	ng/mg testis	0	-67.41573034	10				750	36013	2	100	6		0.69	0.587877538	0.07	1.31	FALSE	-22.47191011	-79.79717945	34.85335923
174403	FALSE		Lin et al. 2008		FALSE	1240	Developmental toxicity	DEHP	2298	Long–Evans rats	GD 2 - 20	GD 21	Rat	Rat Long-Evans	LE	F1	F1 Rat, Long-Evans (♀)	F1 Rat, Long-Evans (♀, N=6-9)	Female	oral gavage	developmental		23360	Testosterone (Testes)			Testosterone (testes)				GD 21	Continuous	0.0, 10.0, 100.0, 750.0 mg/kg-day	mg/kg-day	ng/mg testis	0	-67.41573034	10				750	36014	3	750	9		0.29	0.21	0.13	0.45	TRUE	-67.41573034	-85.43427343	-49.39718724
174410	FALSE		Do et al. 2012		FALSE	1244	Developmental toxicity	DEHP	2302	CD-1 mouse	GD 9 - 18	GD 18	Mouse	Mouse CD-1	CD1	F1	F1 Mouse, CD-1 (♂)	F1 Mouse, CD-1 (♂, N=11-18)	Male	oral	developmental (GD 9-18)	GD 9-18	23365	Testosterone (Testes)			Testosterone (testes)				GD 18	Continuous	0.0, 0.0005, 0.001, 0.005, 0.5, 50.0, 500.0 mg/kg-day	mg/kg-day	pg/testis	0	32.60157274	0.0005				500	36033	0	0	18		122.08	79.50708648	82.54	161.62	FALSE	0	-42.54966402	42.54966402
174410	FALSE		Do et al. 2012		FALSE	1244	Developmental toxicity	DEHP	2302	CD-1 mouse	GD 9 - 18	GD 18	Mouse	Mouse CD-1	CD1	F1	F1 Mouse, CD-1 (♂)	F1 Mouse, CD-1 (♂, N=11-18)	Male	oral	developmental (GD 9-18)	GD 9-18	23365	Testosterone (Testes)			Testosterone (testes)				GD 18	Continuous	0.0, 0.0005, 0.001, 0.005, 0.5, 50.0, 500.0 mg/kg-day	mg/kg-day	pg/testis	0	32.60157274	0.0005				500	36034	1	0.0005	12		89.03	45.24116709	60.29	117.77	TRUE	-27.07241153	-57.42198534	3.277162278
174410	FALSE		Do et al. 2012		FALSE	1244	Developmental toxicity	DEHP	2302	CD-1 mouse	GD 9 - 18	GD 18	Mouse	Mouse CD-1	CD1	F1	F1 Mouse, CD-1 (♂)	F1 Mouse, CD-1 (♂, N=11-18)	Male	oral	developmental (GD 9-18)	GD 9-18	23365	Testosterone (Testes)			Testosterone (testes)				GD 18	Continuous	0.0, 0.0005, 0.001, 0.005, 0.5, 50.0, 500.0 mg/kg-day	mg/kg-day	pg/testis	0	32.60157274	0.0005				500	36035	2	0.001	11		141.7	96.48061515	76.88	206.52	FALSE	16.07142857	-42.24549031	74.38834745
174410	FALSE		Do et al. 2012		FALSE	1244	Developmental toxicity	DEHP	2302	CD-1 mouse	GD 9 - 18	GD 18	Mouse	Mouse CD-1	CD1	F1	F1 Mouse, CD-1 (♂)	F1 Mouse, CD-1 (♂, N=11-18)	Male	oral	developmental (GD 9-18)	GD 9-18	23365	Testosterone (Testes)			Testosterone (testes)				GD 18	Continuous	0.0, 0.0005, 0.001, 0.005, 0.5, 50.0, 500.0 mg/kg-day	mg/kg-day	pg/testis	0	32.60157274	0.0005				500	36036	3	0.005	14		138.54	88.11603146	87.66	189.42	FALSE	13.48296199	-37.46178395	64.42770793
174410	FALSE		Do et al. 2012		FALSE	1244	Developmental toxicity	DEHP	2302	CD-1 mouse	GD 9 - 18	GD 18	Mouse	Mouse CD-1	CD1	F1	F1 Mouse, CD-1 (♂)	F1 Mouse, CD-1 (♂, N=11-18)	Male	oral	developmental (GD 9-18)	GD 9-18	23365	Testosterone (Testes)			Testosterone (testes)				GD 18	Continuous	0.0, 0.0005, 0.001, 0.005, 0.5, 50.0, 500.0 mg/kg-day	mg/kg-day	pg/testis	0	32.60157274	0.0005				500	36037	4	0.5	13		161.88	100.9914912	100.85	222.91	TRUE	32.60157274	-27.51507695	92.71822243
174410	FALSE		Do et al. 2012		FALSE	1244	Developmental toxicity	DEHP	2302	CD-1 mouse	GD 9 - 18	GD 18	Mouse	Mouse CD-1	CD1	F1	F1 Mouse, CD-1 (♂)	F1 Mouse, CD-1 (♂, N=11-18)	Male	oral	developmental (GD 9-18)	GD 9-18	23365	Testosterone (Testes)			Testosterone (testes)				GD 18	Continuous	0.0, 0.0005, 0.001, 0.005, 0.5, 50.0, 500.0 mg/kg-day	mg/kg-day	pg/testis	0	32.60157274	0.0005				500	36038	5	50	18		135.23	101.6536709	84.68	185.78	FALSE	10.77162516	-40.12568563	61.66893596
174410	FALSE		Do et al. 2012		FALSE	1244	Developmental toxicity	DEHP	2302	CD-1 mouse	GD 9 - 18	GD 18	Mouse	Mouse CD-1	CD1	F1	F1 Mouse, CD-1 (♂)	F1 Mouse, CD-1 (♂, N=11-18)	Male	oral	developmental (GD 9-18)	GD 9-18	23365	Testosterone (Testes)			Testosterone (testes)				GD 18	Continuous	0.0, 0.0005, 0.001, 0.005, 0.5, 50.0, 500.0 mg/kg-day	mg/kg-day	pg/testis	0	32.60157274	0.0005				500	36039	6	500	15		104.88	68.28069639	67.07	142.69	FALSE	-14.08912189	-52.42059665	24.24235287
173455	FALSE		Johnson et al. 2011		FALSE	1253	Developmental toxicity	DBP	2314	Sprague Dawley rats: Study 2	GD 12 - 20	GD 20	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=5-6)	Male	oral gavage	developmental		23469	Testosterone (Testes)		Homogenized testis	Testosterone (testes)				GD 20	Continuous	0.0, 500.0 mg/kg-day	mg/kg-day	ng/testis	0	-85.45454545	500				500	36157	0	0	6		1.1	0.09	1.01	1.19	FALSE	0	-9.258598862	9.258598862
173455	FALSE		Johnson et al. 2011		FALSE	1253	Developmental toxicity	DBP	2314	Sprague Dawley rats: Study 2	GD 12 - 20	GD 20	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=5-6)	Male	oral gavage	developmental		23469	Testosterone (Testes)		Homogenized testis	Testosterone (testes)				GD 20	Continuous	0.0, 500.0 mg/kg-day	mg/kg-day	ng/testis	0	-85.45454545	500				500	36158	1	500	5		0.16	0.1	0.04	0.28	TRUE	-85.45454545	-93.47977618	-77.42931473
173455	FALSE		Johnson et al. 2011		FALSE	1253	Developmental toxicity	DBP	2313	Sprague Dawley rats: Study 1	GD 12 - 20	GD 20	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=5-6)	Male	oral gavage	developmental (GD 12-20)	GD 12-20	23471	Testosterone (Testes)		Homogenized testis	Testosterone (testes)				GD 20	Continuous	0.0, 100.0 mg/kg-day	mg/kg-day	ng/testis	0	-23.14814815	100				100	36161	0	0	5		1.08	0.32	0.68	1.48	FALSE	0	-36.72926942	36.72926942
173455	FALSE		Johnson et al. 2011		FALSE	1253	Developmental toxicity	DBP	2313	Sprague Dawley rats: Study 1	GD 12 - 20	GD 20	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=5-6)	Male	oral gavage	developmental (GD 12-20)	GD 12-20	23471	Testosterone (Testes)		Homogenized testis	Testosterone (testes)				GD 20	Continuous	0.0, 100.0 mg/kg-day	mg/kg-day	ng/testis	0	-23.14814815	100				100	36162	1	100	6		0.83	0.19	0.63	1.03	FALSE	-23.14814815	-47.57246699	1.276170694
173457	FALSE		Beverly et al. 2014		FALSE	1194	Developmental toxicity	DPP	2251	Sprague-Dawley rat	GD 14 - 18	GD 18	Rat	Rat Sprague-Dawley (Harlan)	SD	F1	F1 Rat, Sprague-Dawley (Harlan) (♂)	F1 Rat, Sprague-Dawley (Harlan) (♂, N=8)	Male	oral gavage	developmental (GD 14-18)	GD 14-18	23476	Testosterone (Testes) production			Testosterone (testes) production		RIA		GD18	Continuous	0.0, 50.0 mg/kg-day	mg/kg-day	% control T production/ng testis	0	-60.64241102	50				50	36178	0	0	8		100.87	14.28355698	88.93	112.81	FALSE	0	-13.8771546	13.8771546
173457	FALSE		Beverly et al. 2014		FALSE	1194	Developmental toxicity	DPP	2251	Sprague-Dawley rat	GD 14 - 18	GD 18	Rat	Rat Sprague-Dawley (Harlan)	SD	F1	F1 Rat, Sprague-Dawley (Harlan) (♂)	F1 Rat, Sprague-Dawley (Harlan) (♂, N=8)	Male	oral gavage	developmental (GD 14-18)	GD 14-18	23476	Testosterone (Testes) production			Testosterone (testes) production		RIA		GD18	Continuous	0.0, 50.0 mg/kg-day	mg/kg-day	% control T production/ng testis	0	-60.64241102	50				50	36179	1	50	8		39.7	3.761808076	36.56	42.84	TRUE	-60.64241102	-65.2893292	-55.99549285
174406	FALSE		Boberg et al. 2011		FALSE	1256	Developmental toxicity	DINP	2317	Wistar rat	GD 7 - PND 17	GD 21 (T), PND 1 (AGD)	Rat	Rat Wistar	W	F1	F1 Rat, Wistar (♂)	F1 Rat, Wistar (♂, N=9-10)	Male	oral gavage	developmental (GD 7 to PND 17)	GD 7 to PND 17	23479	Testosterone (Testes) production			Testosterone (testes) production				GD 21	Continuous	0.0, 300.0, 600.0, 750.0, 900.0 mg/kg-day	mg/kg-day	ng/testis-3h	0	-73.828125	300				900	36190	0	0	9		2.56	3.87	-0.41	5.53	FALSE	0	-139.6756864	139.6756864
174406	FALSE		Boberg et al. 2011		FALSE	1256	Developmental toxicity	DINP	2317	Wistar rat	GD 7 - PND 17	GD 21 (T), PND 1 (AGD)	Rat	Rat Wistar	W	F1	F1 Rat, Wistar (♂)	F1 Rat, Wistar (♂, N=9-10)	Male	oral gavage	developmental (GD 7 to PND 17)	GD 7 to PND 17	23479	Testosterone (Testes) production			Testosterone (testes) production				GD 21	Continuous	0.0, 300.0, 600.0, 750.0, 900.0 mg/kg-day	mg/kg-day	ng/testis-3h	0	-73.828125	300				900	36191	1	300	9		1.28	0.42	0.96	1.6	FALSE	-50	-100.5327	0.532700027
174406	FALSE		Boberg et al. 2011		FALSE	1256	Developmental toxicity	DINP	2317	Wistar rat	GD 7 - PND 17	GD 21 (T), PND 1 (AGD)	Rat	Rat Wistar	W	F1	F1 Rat, Wistar (♂)	F1 Rat, Wistar (♂, N=9-10)	Male	oral gavage	developmental (GD 7 to PND 17)	GD 7 to PND 17	23479	Testosterone (Testes) production			Testosterone (testes) production				GD 21	Continuous	0.0, 300.0, 600.0, 750.0, 900.0 mg/kg-day	mg/kg-day	ng/testis-3h	0	-73.828125	300				900	36192	2	600	10		0.71	0.442718872	0.39	1.03	FALSE	-72.265625	-101.6801596	-42.85109043
